record_id,beat_type,beat_type_full,sample_position,amplitude_max,amplitude_min,amplitude_mean,amplitude_std,amplitude_range,r_peak_amplitude,signal_energy,signal_power,skewness,kurtosis,zero_crossing_rate,rms,dominant_frequency,spectral_centroid,spectral_bandwidth,spectral_rolloff,qrs_duration,t_wave_presence,label_encoded
100,N,Normal,370,0.94,-0.535,-0.30050000000000004,0.23229477202707577,1.475,0.94,25.967,0.14426111111111112,3.841619940969465,15.419403611400522,0.011111111111111112,0.37981720749738435,6.0,12.956550887577434,7.5995704368551165,20.0,25.0,0,2
100,N,Normal,662,0.96,-0.57,-0.3266944444444445,0.21471762069239328,1.5299999999999998,0.885,27.509925000000003,0.15283291666666668,4.295891718448254,19.926558260649173,0.011111111111111112,0.3909385075260132,8.0,16.37856700250439,9.918797274970776,26.0,19.444444444444446,0,2
100,N,Normal,946,0.86,-0.645,-0.33566666666666667,0.20419244735189293,1.505,0.81,27.786,0.15436666666666668,4.155870416801282,19.129231416669175,0.011111111111111112,0.39289523624837536,14.0,16.095102201528665,9.388888449508938,24.0,22.22222222222222,0,2
100,N,Normal,1231,0.82,-0.565,-0.33275,0.19122069492255972,1.3849999999999998,0.82,26.511825,0.14728791666666669,4.294693845079448,20.248494358019855,0.011111111111111112,0.3837810790889341,14.0,16.712677348943608,9.768534208666908,26.0,22.22222222222222,0,2
100,N,Normal,1515,0.885,-0.545,-0.3220833333333334,0.20311318341697512,1.4300000000000002,0.885,26.098675,0.1449926388888889,4.145713956328899,18.923487243023686,0.011111111111111112,0.38077898955810163,14.0,16.118151725235656,9.395035526340825,26.0,25.0,0,2
100,N,Normal,1809,0.945,-0.535,-0.3008888888888889,0.21664881692855653,1.48,0.945,24.74475,0.13747083333333332,4.193547819518994,18.64152137957379,0.011111111111111112,0.3707705939436585,6.0,15.1982709160564,9.09932375395782,24.0,22.22222222222222,0,2
100,A,Atrial Premature Beat,2044,0.875,-0.57,-0.3145,0.20818134455858964,1.4449999999999998,0.845,25.604950000000002,0.14224972222222224,4.082752631419101,18.027203742875805,0.011111111111111112,0.37716007506392063,6.0,15.532978318901174,9.436081344776163,24.0,22.22222222222222,0,1
100,N,Normal,2402,0.885,-0.575,-0.3419166666666667,0.22153584798953968,1.46,0.845,29.877325,0.16598513888888888,3.9579791210113564,16.625210164622604,0.011111111111111112,0.4074127377597427,6.0,13.725120000247156,7.840479214848963,22.0,27.777777777777775,0,2
100,N,Normal,2706,0.89,-0.585,-0.3336666666666667,0.20927493877672024,1.475,0.89,27.9233,0.15512944444444446,4.2101135784351555,19.00845699874822,0.011111111111111112,0.39386475400122367,12.0,15.736717855523619,9.201098906954327,24.0,25.0,0,2
100,N,Normal,2998,0.925,-0.545,-0.30647222222222226,0.20521851309588018,1.4700000000000002,0.925,24.487175,0.1360398611111111,4.333235417567866,20.203796022135617,0.011111111111111112,0.36883581863901327,6.0,16.501799022001858,9.89715356874846,26.0,19.444444444444446,0,2
100,N,Normal,3282,0.865,-0.53,-0.2822777777777778,0.19205418956220421,1.395,0.82,20.9818,0.11656555555555556,4.257114733391538,19.781882577240886,0.011111111111111112,0.34141698193785786,16.0,16.55748033830701,9.513812972840126,26.0,19.444444444444446,0,2
100,N,Normal,3560,0.835,-0.54,-0.31236111111111114,0.19318631662749502,1.375,0.835,24.280275000000003,0.13489041666666668,4.182618224163907,19.186458209060316,0.011111111111111112,0.36727430711481396,14.0,16.12010328625237,9.393745622507446,26.0,22.22222222222222,0,2
100,N,Normal,3862,0.935,-0.515,-0.28600000000000003,0.21098209508023297,1.4500000000000002,0.885,22.735699999999998,0.12630944444444442,4.211027138228571,18.77770400236297,0.011111111111111112,0.35540040017485125,12.0,15.420518045017952,9.14499707201869,24.0,22.22222222222222,0,2
100,N,Normal,4170,0.89,-0.575,-0.2925555555555555,0.2083549914668132,1.4649999999999999,0.86,23.220100000000002,0.12900055555555556,3.9375084167007106,17.126345965162507,0.011111111111111112,0.3591664733178134,12.0,15.098511786959785,8.902556473296393,24.0,22.22222222222222,0,2
100,N,Normal,4466,0.795,-0.565,-0.32169444444444445,0.1965163011961157,1.3599999999999999,0.795,25.579075000000003,0.14210597222222224,3.869975253532911,16.810247961500707,0.011111111111111112,0.376969457943508,14.0,15.326876141271017,8.663623762891147,24.0,25.0,0,2
100,N,Normal,4764,0.85,-0.555,-0.3355555555555555,0.20794222547573757,1.405,0.815,28.050750000000004,0.15583750000000002,4.10105560431516,17.894259582889376,0.011111111111111112,0.39476258687975996,6.0,14.628550057020618,8.718481538954624,24.0,22.22222222222222,0,2
100,N,Normal,5060,0.905,-0.555,-0.3165833333333333,0.2082289571868214,1.46,0.89,25.845174999999998,0.14358430555555554,4.304468339420467,19.626762210737628,0.011111111111111112,0.3789251978366648,6.0,15.44225339452083,9.260309702846047,24.0,22.22222222222222,0,2
100,N,Normal,5346,0.825,-0.545,-0.29427777777777775,0.19136724599446522,1.37,0.82,22.17975,0.12322083333333332,4.110470872137885,18.782228951178215,0.011111111111111112,0.3510282514746261,16.0,16.331016007388854,9.383506859896485,26.0,22.22222222222222,0,2
100,N,Normal,5633,0.97,-0.57,-0.3021388888888889,0.2446164972152871,1.54,0.925,27.202525000000005,0.15112513888888893,3.7356001484747727,14.275035255601772,0.011111111111111112,0.3887481689846126,6.0,12.0303565509327,7.183183177258292,20.0,30.555555555555554,0,2
100,N,Normal,5918,0.895,-0.56,-0.3243333333333333,0.2059735689624062,1.455,0.895,26.5711,0.14761722222222223,4.3207272976963145,20.118717416931073,0.011111111111111112,0.38420986741912583,14.0,16.20168706211211,9.469264899902468,26.0,22.22222222222222,0,2
100,N,Normal,6214,0.975,-0.535,-0.29191666666666666,0.22460043224950985,1.51,0.955,24.418925,0.13566069444444445,4.086911353815231,17.79972502366877,0.011111111111111112,0.36832145531375776,6.0,15.043014584643576,8.897595204304636,24.0,22.22222222222222,0,2
100,N,Normal,6527,0.875,-0.575,-0.3035555555555556,0.2082936554808625,1.45,0.875,24.3958,0.13553222222222222,4.029345060517,17.502180520885503,0.011111111111111112,0.3681470116980745,14.0,15.059632948863145,8.79698348267319,24.0,25.0,0,2
100,N,Normal,6823,0.88,-0.585,-0.3258611111111111,0.20750022125527398,1.4649999999999999,0.84,26.863525000000003,0.14924180555555558,4.019967969621115,17.871338799783043,0.016666666666666666,0.3863182697667243,14.0,15.567820093883066,9.013517768473585,24.0,22.22222222222222,0,2
100,N,Normal,7106,0.935,-0.585,-0.31816666666666665,0.21100217218471157,1.52,0.935,26.235350000000004,0.14575194444444448,4.319492208728728,19.861152529409186,0.011111111111111112,0.381774729971019,6.0,15.693809119166291,9.228045810787139,24.0,22.22222222222222,0,2
100,N,Normal,7391,1.05,-0.575,-0.27205555555555555,0.2599021123898214,1.625,0.93,25.4814,0.14156333333333335,3.6465724018674948,13.521278026192768,0.016666666666666666,0.3762490310065042,6.0,12.227574816119013,8.380587705679636,18.0,5.555555555555555,0,2
100,N,Normal,7670,0.88,-0.58,-0.3044722222222222,0.2038132977494505,1.46,0.88,24.163775,0.13424319444444446,3.9541397133417533,17.700225712479728,0.011111111111111112,0.3663921320722437,14.0,16.141468555665725,9.081709692808472,24.0,19.444444444444446,0,2
100,N,Normal,7953,0.92,-0.565,-0.33002777777777775,0.21249346213617323,1.4849999999999999,0.92,27.732925,0.15407180555555555,4.08148501620297,18.332408190396414,0.011111111111111112,0.39251981549414233,14.0,15.635387740295718,9.076380793683548,24.0,25.0,0,2
100,N,Normal,8245,0.955,-0.645,-0.3566944444444444,0.2309798956432313,1.6,0.855,32.504875000000006,0.18058263888888892,3.972570339455521,17.21879313187885,0.011111111111111112,0.42495016047636563,6.0,14.515319090482404,9.268684056531171,22.0,22.22222222222222,0,2
100,N,Normal,8539,0.845,-0.665,-0.39825,0.21297135631608094,1.51,0.845,36.712775,0.2039598611111111,4.130401185562213,18.739921336797646,0.011111111111111112,0.4516191549426476,14.0,16.21996319507056,9.633475965468088,26.0,22.22222222222222,0,2
100,N,Normal,8837,0.725,-0.68,-0.42888888888888893,0.2030281559261312,1.405,0.725,40.5299,0.2251661111111111,3.918123037028877,17.213163494329308,0.011111111111111112,0.47451671320524746,14.0,15.850505570568513,8.987446565307142,24.0,22.22222222222222,0,2
100,N,Normal,9141,0.83,-0.67,-0.42005555555555546,0.2177562276752562,1.5,0.8,40.2956,0.22386444444444445,4.090801059984248,18.014904907024736,0.011111111111111112,0.4731431542825537,14.0,15.10966911177289,8.63471142994154,24.0,25.0,0,2
100,N,Normal,9431,1.045,-0.605,-0.358,0.263180124207315,1.65,1.005,35.537000000000006,0.1974277777777778,3.9634239551931105,15.967313106140988,0.011111111111111112,0.44432845708752194,6.0,13.466488615283358,8.081879000292236,22.0,27.777777777777775,0,2
100,N,Normal,9710,0.855,-0.605,-0.34380555555555553,0.20240248947805356,1.46,0.855,28.650425000000002,0.15916902777777778,4.271955009591656,19.893127862843965,0.011111111111111112,0.3989599325468383,14.0,16.465662123870697,9.481336459969992,26.0,22.22222222222222,0,2
100,N,Normal,9998,0.795,-0.655,-0.37583333333333335,0.19875061145957654,1.4500000000000002,0.795,32.53545,0.18075249999999998,4.030297879455731,18.34226507570013,0.011111111111111112,0.42514997353875017,14.0,16.133523587685573,9.09972851646641,24.0,25.0,0,2
100,N,Normal,10282,0.855,-0.62,-0.3779166666666667,0.21805062804057432,1.475,0.85,34.266075,0.19036708333333333,4.109698472408212,18.011606406630662,0.011111111111111112,0.4363107646315105,6.0,15.022866852892085,8.92214390940722,24.0,22.22222222222222,0,2
100,N,Normal,10591,0.955,-0.66,-0.3575277777777777,0.23067684058862653,1.615,0.955,32.586825000000005,0.1810379166666667,4.012775712833514,17.558224917941338,0.011111111111111112,0.425485506999553,12.0,14.917214563152582,8.823094138617407,24.0,22.22222222222222,0,2
100,N,Normal,10894,0.855,-0.63,-0.3598611111111111,0.22204130656476434,1.4849999999999999,0.835,32.184425,0.17880236111111109,3.8680720789316188,16.198010444777154,0.016666666666666666,0.42285028214618836,14.0,14.41286855446562,7.886318317647198,22.0,27.777777777777775,0,2
100,N,Normal,11191,0.795,-0.645,-0.39033333333333337,0.20053719521990593,1.44,0.795,34.66355,0.19257527777777778,4.285586530428818,19.99839544165515,0.011111111111111112,0.4388339979739238,6.0,16.244971227187722,9.313734191730832,26.0,22.22222222222222,0,2
100,N,Normal,11480,0.885,-0.625,-0.36138888888888887,0.21573456913760403,1.51,0.885,31.885800000000003,0.17714333333333335,4.162140831007023,18.711832658766372,0.011111111111111112,0.4208839903504686,6.0,15.46435288617018,8.929927228511568,24.0,22.22222222222222,0,2
100,N,Normal,11781,1.05,-0.6,-0.33055555555555555,0.24335952421200072,1.65,1.05,30.32835,0.16849083333333334,4.104340324050043,17.848650850123068,0.011111111111111112,0.41047634929838933,6.0,14.700766536513408,9.076803295572251,24.0,25.0,0,2
100,N,Normal,12066,0.85,-0.615,-0.33866666666666667,0.19304115853591663,1.4649999999999999,0.85,27.352800000000002,0.15196,4.287523024660123,20.58022957425532,0.011111111111111112,0.38982047149938137,16.0,17.82324038555544,10.238887060389684,28.0,19.444444444444446,0,2
100,N,Normal,12350,0.84,-0.67,-0.3936111111111111,0.22605189642323995,1.51,0.82,37.08525,0.20602916666666668,3.7290808342773243,15.300317726494374,0.011111111111111112,0.4539043585015093,6.0,13.724722058393331,8.548702586305303,22.0,22.22222222222222,0,2
100,N,Normal,12645,0.85,-0.64,-0.4068611111111112,0.2142007304658384,1.49,0.85,38.05522499999999,0.21141791666666662,4.1869389405913395,18.794494973966994,0.011111111111111112,0.459802040737823,6.0,15.25295860995987,8.861162065216215,24.0,25.0,0,2
100,N,Normal,12949,0.93,-0.65,-0.3764444444444444,0.23502983787459414,1.58,0.885,35.450900000000004,0.19694944444444445,3.977052488094422,16.888937046395892,0.011111111111111112,0.44378986518897034,6.0,14.26378128217744,8.303771976471607,22.0,25.0,0,2
100,N,Normal,13266,0.825,-0.695,-0.36750000000000005,0.21093805041080452,1.52,0.81,32.3192,0.17955111111111113,3.8336001341658985,16.880876930792642,0.011111111111111112,0.4237347178496366,12.0,14.87040503056578,8.78631460031667,22.0,22.22222222222222,0,2
100,N,Normal,13562,0.835,-0.615,-0.3782777777777778,0.19964226494061144,1.45,0.835,32.931200000000004,0.18295111111111112,4.303308922218026,20.251180203643987,0.011111111111111112,0.42772784701385896,14.0,16.569688348741423,9.54941589454249,26.0,19.444444444444446,0,2
100,N,Normal,13842,0.93,-0.595,-0.3343055555555555,0.2170219931820076,1.525,0.93,28.594575000000003,0.15885875000000002,4.079356795385346,18.28689257940839,0.011111111111111112,0.39857088453623907,14.0,15.84190194076858,8.849226688635042,24.0,22.22222222222222,0,2
100,N,Normal,14131,0.925,-0.585,-0.31733333333333336,0.21335963379546125,1.51,0.925,26.3201,0.14622277777777778,4.094396150121598,18.334949453677794,0.011111111111111112,0.3823908704163552,8.0,15.870170937856733,9.412647229218946,24.0,25.0,0,2
100,N,Normal,14423,0.77,-0.6,-0.3445833333333333,0.19468270125172055,1.37,0.77,28.195024999999998,0.15663902777777777,3.809430254764962,16.7220152677152,0.016666666666666666,0.39577648714618935,16.0,16.453321503069205,9.42446625391846,26.0,22.22222222222222,0,2
100,N,Normal,14710,0.77,-0.64,-0.40075000000000005,0.20156297265233122,1.4100000000000001,0.735,36.22107499999999,0.2012281944444444,4.094053869877252,18.29608519363321,0.011111111111111112,0.4485846569427497,14.0,15.772445863097769,9.013034285679677,24.0,22.22222222222222,0,2
100,N,Normal,15011,0.875,-0.615,-0.35888888888888887,0.21201647967627657,1.49,0.85,31.275399999999998,0.1737522222222222,4.222809841157617,19.051231489207208,0.011111111111111112,0.41683596560544317,14.0,15.693764103162918,9.431658312352244,24.0,22.22222222222222,0,2
100,N,Normal,15310,0.85,-0.595,-0.32230555555555557,0.2065089209055634,1.4449999999999998,0.85,26.374825,0.14652680555555556,3.998090529746051,17.565146742150155,0.011111111111111112,0.3827881993420847,14.0,15.4261571643086,8.767070307103051,24.0,25.0,0,2
100,N,Normal,15607,0.79,-0.605,-0.33011111111111113,0.19805930337734953,1.395,0.79,26.67615,0.14820083333333334,3.8331344566374237,16.610605523073232,0.016666666666666666,0.38496861343924305,14.0,15.61211971835373,8.783629607020766,24.0,25.0,0,2
100,N,Normal,15899,0.82,-0.59,-0.3476111111111111,0.20175924566144804,1.41,0.775,29.07725,0.16154027777777777,4.097896638393291,18.26158723002452,0.011111111111111112,0.40192073569023257,6.0,15.598751614859765,9.193482640771522,24.0,22.22222222222222,0,2
